,time,application,angry,disgust,fear,happy,sad,surprise
0,2022_07_23_13_56_27,Electron,0.07,0.0,0.14,0.0,0.71,0.07
1,2022_07_23_13_56_28,Electron,0.04,0.0,0.66,0.05,0.2,0.05
2,2022_07_23_13_56_28,Electron,0.02,0.0,0.04,0.45,0.48,0.0
3,2022_07_23_13_56_28,Electron,0.05,0.0,0.09,0.6,0.06,0.2
4,2022_07_23_13_56_29,Electron,0.21,0.0,0.24,0.21,0.17,0.17
5,2022_07_23_13_56_29,Electron,0.08,0.0,0.14,0.41,0.08,0.28
6,2022_07_23_13_56_29,Electron,0.14,0.0,0.16,0.36,0.27,0.07
7,2022_07_23_13_56_30,Electron,0.23,0.0,0.05,0.27,0.45,0.0
8,2022_07_23_13_56_30,Electron,0.26,0.0,0.09,0.21,0.43,0.0
9,2022_07_23_13_56_30,Electron,0.15,0.0,0.06,0.27,0.52,0.0
10,2022_07_23_13_56_31,Electron,0.12,0.0,0.07,0.2,0.59,0.01
11,2022_07_23_13_56_31,Electron,0.06,0.0,0.06,0.33,0.54,0.01
12,2022_07_23_13_56_31,Electron,0.04,0.0,0.05,0.56,0.34,0.01
13,2022_07_23_13_56_32,Electron,0.08,0.0,0.12,0.42,0.28,0.1
14,2022_07_23_13_56_33,Electron,0.07,0.0,0.14,0.25,0.16,0.39
15,2022_07_23_13_56_33,Electron,0.03,0.0,0.11,0.49,0.32,0.05
16,2022_07_23_13_56_33,Electron,0.02,0.0,0.01,0.72,0.23,0.01
17,2022_07_23_13_56_34,Electron,0.03,0.0,0.05,0.56,0.32,0.03
18,2022_07_23_13_56_34,Electron,0.05,0.0,0.04,0.61,0.26,0.04
19,2022_07_23_13_56_34,Electron,0.06,0.0,0.06,0.62,0.22,0.04
20,2022_07_23_13_56_35,Electron,0.02,0.0,0.01,0.77,0.17,0.02
21,2022_07_23_13_56_35,Electron,0.03,0.0,0.03,0.6,0.33,0.01
22,2022_07_23_13_56_35,Electron,0.02,0.0,0.02,0.8,0.14,0.02
23,2022_07_23_13_56_36,Electron,0.04,0.0,0.01,0.88,0.05,0.01
24,2022_07_23_13_56_36,Electron,0.06,0.0,0.02,0.78,0.15,0.0
25,2022_07_23_13_56_36,Electron,0.01,0.0,0.01,0.74,0.23,0.0
26,2022_07_23_13_56_37,Electron,0.08,0.0,0.06,0.56,0.22,0.08
27,2022_07_23_13_56_37,Electron,0.04,0.0,0.03,0.74,0.13,0.07
28,2022_07_23_13_56_37,Electron,0.07,0.0,0.04,0.52,0.24,0.12
29,2022_07_23_13_56_38,Electron,0.17,0.0,0.08,0.25,0.42,0.08
30,2022_07_23_13_56_38,Electron,0.08,0.0,0.06,0.62,0.2,0.03
31,2022_07_23_13_56_38,Electron,0.11,0.0,0.13,0.3,0.13,0.33
32,2022_07_23_13_56_39,Electron,0.04,0.0,0.15,0.09,0.04,0.69
33,2022_07_23_13_56_39,Electron,0.01,0.0,0.11,0.03,0.01,0.83
34,2022_07_23_13_56_39,Electron,0.08,0.0,0.21,0.12,0.1,0.48
35,2022_07_23_13_56_39,Electron,0.06,0.0,0.05,0.67,0.08,0.14
36,2022_07_23_13_56_40,Electron,0.09,0.0,0.11,0.41,0.17,0.22
37,2022_07_23_13_56_40,Electron,0.11,0.0,0.05,0.5,0.27,0.07
38,2022_07_23_13_56_40,Electron,0.21,0.0,0.17,0.21,0.3,0.11
39,2022_07_23_13_56_41,Electron,0.1,0.0,0.09,0.63,0.15,0.03
40,2022_07_23_13_56_41,Electron,0.12,0.0,0.07,0.52,0.2,0.09
41,2022_07_23_13_56_41,Electron,0.37,0.0,0.15,0.28,0.17,0.02
42,2022_07_23_13_56_42,Electron,0.56,0.0,0.07,0.24,0.13,0.0
43,2022_07_23_13_56_42,Electron,0.36,0.0,0.36,0.1,0.18,0.0
44,2022_07_23_13_56_42,Electron,0.2,0.0,0.31,0.32,0.08,0.09
45,2022_07_23_13_56_43,Electron,0.13,0.0,0.13,0.59,0.12,0.03
46,2022_07_23_13_56_44,Electron,0.07,0.0,0.04,0.64,0.21,0.04
47,2022_07_23_13_56_44,Electron,0.06,0.0,0.05,0.59,0.28,0.02
48,2022_07_23_13_56_44,Electron,0.07,0.0,0.07,0.56,0.26,0.04
49,2022_07_23_13_56_45,Electron,0.06,0.0,0.06,0.55,0.27,0.05
50,2022_07_23_13_56_45,Electron,0.04,0.0,0.06,0.63,0.26,0.01
51,2022_07_23_13_56_45,Electron,0.05,0.0,0.05,0.55,0.31,0.03
52,2022_07_23_13_56_46,Electron,0.03,0.0,0.03,0.84,0.09,0.01
53,2022_07_23_13_56_46,Electron,0.04,0.0,0.05,0.68,0.12,0.11
54,2022_07_23_13_56_46,Electron,0.05,0.0,0.08,0.53,0.13,0.21
55,2022_07_23_13_56_47,Electron,0.08,0.0,0.12,0.35,0.22,0.24
56,2022_07_23_13_56_47,Electron,0.07,0.0,0.07,0.64,0.13,0.1
57,2022_07_23_13_56_47,Electron,0.04,0.0,0.04,0.66,0.11,0.15
58,2022_07_23_13_56_48,Electron,0.04,0.0,0.04,0.67,0.08,0.18
59,2022_07_23_13_56_48,Electron,0.02,0.0,0.01,0.84,0.06,0.06
60,2022_07_23_13_56_48,Electron,0.04,0.0,0.09,0.48,0.09,0.32
61,2022_07_23_13_56_49,Electron,0.46,0.0,0.09,0.25,0.18,0.02
62,2022_07_23_13_56_49,Electron,0.12,0.0,0.0,0.38,0.5,0.0
63,2022_07_23_13_56_49,Electron,0.0,0.0,0.0,0.92,0.05,0.03
64,2022_07_23_13_56_49,Electron,0.0,0.0,0.0,1.0,0.0,0.0
65,2022_07_23_13_56_50,Electron,0.0,0.0,0.0,0.99,0.0,0.01
66,2022_07_23_13_56_50,Electron,0.0,0.0,0.0,1.0,0.0,0.0
67,2022_07_23_13_56_50,Electron,0.21,0.0,0.06,0.09,0.64,0.0
68,2022_07_23_13_56_51,Terminal,0.14,0.0,0.07,0.07,0.69,0.03
69,2022_07_23_13_56_51,Terminal,0.14,0.0,0.07,0.07,0.71,0.0
70,2022_07_23_13_56_51,Terminal,0.18,0.0,0.0,0.47,0.35,0.0
71,2022_07_23_13_56_52,Code,0.0,0.0,0.0,1.0,0.0,0.0
72,2022_07_23_13_56_52,Code,0.0,0.0,0.0,1.0,0.0,0.0
73,2022_07_23_13_56_53,Code,0.01,0.0,0.0,0.97,0.01,0.01
74,2022_07_23_13_56_53,Code,0.0,0.0,0.0,0.99,0.0,0.01
75,2022_07_23_13_56_53,Code,0.0,0.0,0.0,0.99,0.01,0.0
76,2022_07_23_13_56_54,Code,0.01,0.0,0.0,0.97,0.01,0.0
77,2022_07_23_13_56_54,Terminal,0.01,0.0,0.0,0.98,0.0,0.01
78,2022_07_23_13_56_54,Terminal,0.04,0.0,0.04,0.76,0.12,0.04
79,2022_07_23_13_56_54,Terminal,0.06,0.0,0.06,0.65,0.18,0.06
80,2022_07_23_13_56_55,Terminal,0.2,0.0,0.3,0.1,0.4,0.0
81,2022_07_23_13_56_55,Terminal,0.25,0.0,0.0,0.5,0.25,0.0
82,2022_07_23_13_56_55,Terminal,0.2,0.0,0.4,0.0,0.4,0.0
83,2022_07_23_13_56_56,Microsoft Edge,0.06,0.0,0.0,0.81,0.06,0.06
84,2022_07_23_13_56_57,Microsoft Edge,0.09,0.0,0.09,0.55,0.23,0.05
85,2022_07_23_13_56_57,Microsoft Edge,0.04,0.0,0.03,0.12,0.8,0.0
86,2022_07_23_13_56_59,Microsoft Edge,0.04,0.0,0.04,0.82,0.08,0.03
87,2022_07_23_13_56_59,Microsoft Edge,0.11,0.0,0.19,0.0,0.56,0.15
88,2022_07_23_13_57_00,Microsoft Edge,0.19,0.0,0.21,0.02,0.55,0.02
89,2022_07_23_13_57_00,Microsoft Edge,0.0,0.0,0.0,0.97,0.03,0.0
90,2022_07_23_13_57_00,Microsoft Edge,0.24,0.0,0.18,0.12,0.47,0.0
91,2022_07_23_13_57_00,Microsoft Edge,0.18,0.0,0.18,0.27,0.36,0.0
92,2022_07_23_13_57_01,Microsoft Edge,0.3,0.0,0.21,0.21,0.27,0.0
93,2022_07_23_13_57_01,Microsoft Edge,0.22,0.0,0.22,0.0,0.56,0.0
94,2022_07_23_15_57_32,Terminal,0.0,0.0,0.0,0.97,0.03,0.0
95,2022_07_23_15_57_44,Electron,0.0,0.0,0.33,0.0,0.67,0.0
96,2022_07_23_15_57_44,Electron,0.0,0.0,0.5,0.0,0.38,0.12
97,2022_07_23_15_57_45,Electron,0.0,0.0,0.65,0.0,0.26,0.09
98,2022_07_23_15_57_45,Electron,0.05,0.0,0.15,0.0,0.8,0.0
99,2022_07_23_15_57_45,Electron,0.0,0.0,0.4,0.0,0.6,0.0
100,2022_07_23_15_57_46,Electron,0.08,0.0,0.62,0.0,0.27,0.03
101,2022_07_23_15_57_46,Terminal,0.07,0.0,0.32,0.0,0.56,0.05
102,2022_07_23_15_57_46,Terminal,0.1,0.0,0.16,0.0,0.68,0.05
103,2022_07_23_15_57_47,Terminal,0.06,0.0,0.28,0.0,0.57,0.07
104,2022_07_23_15_57_47,Terminal,0.16,0.0,0.16,0.0,0.65,0.03
105,2022_07_23_15_57_47,Electron,0.17,0.0,0.28,0.0,0.51,0.03
106,2022_07_23_15_57_48,Electron,0.27,0.0,0.09,0.0,0.55,0.09
107,2022_07_23_15_57_48,Electron,0.07,0.0,0.1,0.0,0.83,0.0
108,2022_07_23_15_57_48,Electron,0.12,0.0,0.25,0.0,0.38,0.25
109,2022_07_23_15_57_49,Electron,0.15,0.0,0.08,0.0,0.77,0.0
110,2022_07_23_15_57_49,Electron,0.73,0.18,0.0,0.0,0.09,0.0
111,2022_07_23_15_57_49,Electron,0.64,0.02,0.02,0.0,0.33,0.0
112,2022_07_23_15_57_50,Electron,0.77,0.0,0.01,0.0,0.2,0.01
113,2022_07_23_15_57_50,Electron,0.97,0.0,0.0,0.0,0.03,0.0
114,2022_07_23_15_57_50,Electron,0.84,0.01,0.01,0.0,0.13,0.01
115,2022_07_23_15_57_51,Electron,0.8,0.0,0.01,0.0,0.18,0.01
116,2022_07_23_15_57_51,Electron,0.83,0.0,0.01,0.0,0.15,0.01
117,2022_07_23_15_57_51,Electron,0.74,0.01,0.01,0.0,0.24,0.0
118,2022_07_23_15_57_51,Electron,0.7,0.0,0.01,0.0,0.28,0.0
119,2022_07_23_15_57_52,Electron,0.48,0.0,0.01,0.0,0.5,0.01
120,2022_07_23_15_57_52,Electron,0.46,0.0,0.03,0.0,0.49,0.01
121,2022_07_23_15_57_52,Electron,0.78,0.0,0.01,0.0,0.2,0.01
122,2022_07_23_15_57_53,Electron,0.84,0.0,0.01,0.0,0.15,0.0
123,2022_07_23_15_57_53,Electron,0.87,0.02,0.02,0.0,0.09,0.0
124,2022_07_23_15_57_53,Electron,0.87,0.05,0.01,0.0,0.06,0.0
125,2022_07_23_15_57_54,Electron,0.87,0.02,0.03,0.0,0.08,0.0
126,2022_07_23_15_57_54,Electron,0.93,0.0,0.01,0.0,0.06,0.0
127,2022_07_23_15_57_54,Electron,0.77,0.01,0.06,0.0,0.13,0.02
128,2022_07_23_15_57_55,Electron,0.81,0.01,0.04,0.0,0.13,0.01
129,2022_07_23_15_57_55,Electron,0.87,0.03,0.02,0.0,0.07,0.01
130,2022_07_23_15_57_55,Electron,0.85,0.02,0.02,0.0,0.11,0.0
131,2022_07_23_15_57_55,Electron,0.87,0.03,0.02,0.0,0.08,0.0
132,2022_07_23_15_57_56,Electron,0.82,0.02,0.03,0.0,0.13,0.0
133,2022_07_23_15_57_56,Electron,0.61,0.08,0.07,0.0,0.22,0.01
134,2022_07_24_17_45_37,Electron,0.24,0.01,0.22,0.01,0.46,0.06
135,2022_07_24_17_45_37,Electron,0.3,0.01,0.25,0.0,0.25,0.18
136,2022_07_24_17_45_37,Electron,0.2,0.0,0.32,0.02,0.28,0.18
137,2022_07_24_17_45_38,Electron,0.14,0.0,0.33,0.0,0.14,0.38
138,2022_07_24_17_45_38,Electron,0.08,0.0,0.46,0.0,0.12,0.35
139,2022_07_24_17_45_38,Electron,0.38,0.0,0.12,0.0,0.25,0.25
140,2022_07_24_17_45_39,Electron,0.33,0.0,0.33,0.0,0.33,0.0
141,2022_07_24_17_45_39,Electron,0.15,0.0,0.24,0.0,0.56,0.05
142,2022_07_24_17_45_39,Electron,0.11,0.0,0.28,0.0,0.55,0.07
143,2022_07_24_17_45_40,Electron,0.09,0.0,0.19,0.0,0.69,0.03
144,2022_07_24_17_45_40,Electron,0.21,0.0,0.19,0.0,0.56,0.05
145,2022_07_24_17_45_40,Electron,0.33,0.0,0.23,0.02,0.35,0.07
146,2022_07_24_17_45_41,Electron,0.28,0.0,0.3,0.0,0.35,0.07
147,2022_07_24_17_45_41,Electron,0.11,0.0,0.39,0.11,0.11,0.28
148,2022_07_24_17_45_41,Electron,0.24,0.0,0.41,0.0,0.28,0.07
149,2022_07_24_17_45_41,Electron,0.22,0.0,0.38,0.0,0.27,0.13
150,2022_07_24_17_45_42,Electron,0.24,0.0,0.4,0.0,0.24,0.11
151,2022_07_24_17_45_42,Electron,0.34,0.0,0.38,0.0,0.19,0.09
152,2022_07_24_17_45_43,Electron,0.2,0.0,0.27,0.0,0.49,0.04
153,2022_07_24_17_45_43,Electron,0.62,0.0,0.16,0.04,0.08,0.1
154,2022_07_24_17_45_43,Electron,0.47,0.0,0.26,0.0,0.15,0.13
155,2022_07_24_17_45_43,Electron,0.42,0.0,0.3,0.0,0.19,0.09
156,2022_07_24_17_45_44,Electron,0.3,0.0,0.43,0.0,0.19,0.08
157,2022_07_24_17_45_44,Electron,0.33,0.03,0.23,0.0,0.37,0.03
158,2022_07_24_17_45_44,Electron,0.41,0.0,0.27,0.0,0.27,0.05
159,2022_07_24_17_45_45,Electron,0.38,0.0,0.31,0.0,0.15,0.15
160,2022_07_24_17_45_45,Electron,0.4,0.0,0.3,0.0,0.2,0.1
161,2022_07_24_17_45_45,Electron,0.39,0.0,0.25,0.03,0.14,0.19
162,2022_07_24_17_45_46,Stocks,0.31,0.0,0.31,0.0,0.19,0.19
163,2022_07_24_17_45_47,Stocks,0.73,0.06,0.04,0.0,0.17,0.0
164,2022_07_24_17_45_47,Stocks,0.99,0.01,0.0,0.0,0.0,0.0
165,2022_07_24_17_45_47,Stocks,0.99,0.01,0.0,0.0,0.0,0.0
166,2022_07_24_17_45_48,Stocks,0.94,0.06,0.0,0.0,0.0,0.0
167,2022_07_24_17_45_48,Stocks,0.97,0.03,0.0,0.0,0.0,0.0
168,2022_07_24_17_45_48,Stocks,0.9,0.1,0.0,0.0,0.0,0.0
169,2022_07_24_17_45_48,Stocks,0.85,0.15,0.0,0.0,0.0,0.0
170,2022_07_24_17_45_49,Stocks,0.98,0.02,0.0,0.0,0.0,0.0
171,2022_07_24_17_45_49,Stocks,0.94,0.06,0.0,0.0,0.0,0.0
172,2022_07_24_17_45_49,Stocks,0.93,0.07,0.0,0.0,0.0,0.0
173,2022_07_24_17_45_50,Stocks,0.57,0.41,0.01,0.0,0.0,0.0
174,2022_07_24_17_45_50,Stocks,0.93,0.07,0.0,0.0,0.0,0.0
175,2022_07_24_17_45_50,Stocks,0.47,0.5,0.01,0.0,0.02,0.0
176,2022_07_24_17_45_51,Stocks,0.65,0.05,0.08,0.0,0.21,0.01
177,2022_07_24_17_45_51,Stocks,0.48,0.02,0.15,0.0,0.3,0.04
178,2022_07_24_17_45_52,Stocks,0.51,0.0,0.16,0.0,0.2,0.14
179,2022_07_24_17_45_52,Stocks,0.69,0.02,0.07,0.0,0.09,0.13
180,2022_07_24_17_45_52,Stocks,0.49,0.02,0.07,0.02,0.09,0.31
181,2022_07_24_17_45_53,Stocks,0.56,0.0,0.1,0.0,0.08,0.26
182,2022_07_24_17_45_53,Stocks,0.44,0.0,0.18,0.0,0.15,0.24
183,2022_07_24_17_45_53,Stocks,0.4,0.0,0.24,0.0,0.2,0.16
184,2022_07_24_17_45_54,Stocks,0.13,0.0,0.33,0.0,0.47,0.07
185,2022_07_24_17_45_54,Stocks,0.14,0.0,0.36,0.0,0.46,0.04
186,2022_07_24_17_45_54,Stocks,0.12,0.0,0.34,0.0,0.46,0.07
187,2022_07_24_17_45_55,Stocks,0.37,0.0,0.21,0.0,0.33,0.08
188,2022_07_24_17_45_55,Stocks,0.35,0.0,0.4,0.0,0.21,0.05
189,2022_07_24_17_45_55,Stocks,0.32,0.0,0.24,0.02,0.37,0.05
190,2022_07_24_17_45_56,Stocks,0.27,0.0,0.15,0.0,0.55,0.02
191,2022_07_24_17_45_56,Stocks,0.35,0.0,0.18,0.06,0.35,0.06
192,2022_07_24_17_45_56,Stocks,0.44,0.02,0.2,0.06,0.22,0.06
193,2022_07_24_17_45_57,Stocks,0.17,0.0,0.43,0.0,0.14,0.26
194,2022_07_24_17_45_57,Stocks,0.24,0.0,0.36,0.03,0.27,0.09
195,2022_07_24_17_45_57,Stocks,0.41,0.0,0.32,0.0,0.1,0.17
196,2022_07_24_17_45_58,Stocks,0.36,0.0,0.3,0.0,0.15,0.18
197,2022_07_24_17_45_58,Stocks,0.4,0.0,0.2,0.0,0.27,0.13
198,2022_07_24_17_45_58,Stocks,0.56,0.0,0.12,0.02,0.12,0.18
199,2022_07_24_17_45_59,Stocks,0.59,0.0,0.14,0.02,0.14,0.1
200,2022_07_24_17_45_59,Stocks,0.62,0.02,0.12,0.0,0.17,0.08
201,2022_07_24_17_45_59,Stocks,0.66,0.0,0.08,0.02,0.2,0.04
202,2022_07_24_17_46_00,Stocks,0.67,0.0,0.09,0.0,0.18,0.07
203,2022_07_24_17_46_00,Stocks,0.63,0.0,0.1,0.0,0.19,0.08
204,2022_07_24_17_46_00,Stocks,0.51,0.0,0.1,0.0,0.27,0.12
205,2022_07_24_17_46_01,Stocks,0.6,0.0,0.1,0.0,0.26,0.05
206,2022_07_24_17_46_01,Stocks,0.73,0.0,0.05,0.0,0.17,0.05
207,2022_07_24_17_46_01,Stocks,0.48,0.0,0.14,0.05,0.19,0.14
208,2022_07_24_17_46_02,Stocks,0.28,0.0,0.5,0.0,0.21,0.0
209,2022_07_24_17_46_02,Stocks,0.09,0.0,0.61,0.0,0.17,0.13
210,2022_07_24_17_46_02,Stocks,0.0,0.0,0.62,0.0,0.25,0.12
211,2022_07_24_17_46_03,Stocks,0.0,0.0,0.67,0.0,0.33,0.0
212,2022_07_24_17_46_03,Stocks,0.14,0.0,0.43,0.0,0.14,0.28
213,2022_07_24_17_46_04,Stocks,0.14,0.0,0.28,0.0,0.14,0.43
214,2022_07_24_17_46_04,Stocks,0.33,0.0,0.11,0.0,0.56,0.0
215,2022_07_24_17_46_04,Stocks,0.36,0.0,0.09,0.0,0.45,0.09
216,2022_07_24_17_46_05,Stocks,0.17,0.0,0.2,0.0,0.63,0.0
217,2022_07_24_17_46_05,Stocks,0.11,0.0,0.28,0.0,0.61,0.0
218,2022_07_24_17_46_05,Stocks,0.09,0.0,0.22,0.0,0.69,0.0
219,2022_07_24_17_46_06,Stocks,0.22,0.0,0.22,0.0,0.54,0.03
220,2022_07_24_17_46_06,Stocks,0.39,0.0,0.11,0.0,0.45,0.05
221,2022_07_24_17_46_06,Stocks,0.5,0.01,0.07,0.0,0.39,0.03
222,2022_07_24_17_46_07,Stocks,0.41,0.02,0.21,0.02,0.31,0.03
223,2022_07_24_17_46_07,Stocks,0.35,0.0,0.22,0.04,0.35,0.04
224,2022_07_24_17_46_07,Stocks,0.31,0.0,0.25,0.0,0.38,0.06
225,2022_07_24_17_46_08,Stocks,0.3,0.0,0.3,0.0,0.4,0.0
226,2022_07_24_17_46_08,Stocks,0.0,0.0,0.33,0.0,0.67,0.0
227,2022_07_24_17_46_08,Stocks,0.13,0.0,0.3,0.04,0.17,0.35
228,2022_07_24_17_46_08,Stocks,0.15,0.0,0.25,0.05,0.25,0.3
229,2022_07_24_17_46_09,Stocks,0.18,0.0,0.36,0.0,0.36,0.09
230,2022_07_24_17_46_09,Stocks,0.2,0.0,0.2,0.0,0.6,0.0
231,2022_07_24_17_46_09,Stocks,0.0,0.0,0.4,0.0,0.6,0.0
232,2022_07_24_17_46_10,Stocks,0.17,0.0,0.5,0.0,0.33,0.0
233,2022_07_24_17_46_10,Stocks,0.28,0.0,0.17,0.05,0.45,0.05
234,2022_07_24_17_46_10,Stocks,0.27,0.0,0.27,0.0,0.33,0.13
235,2022_07_24_17_46_11,Stocks,0.47,0.03,0.17,0.02,0.25,0.05
236,2022_07_24_17_46_11,Stocks,0.33,0.0,0.13,0.13,0.39,0.02
237,2022_07_24_17_46_11,Stocks,0.33,0.04,0.12,0.02,0.47,0.02
238,2022_07_24_17_46_12,Stocks,0.46,0.0,0.08,0.04,0.38,0.04
239,2022_07_24_17_46_13,Stocks,0.56,0.0,0.04,0.15,0.22,0.04
240,2022_07_24_17_46_13,Stocks,0.38,0.0,0.08,0.0,0.46,0.08
241,2022_07_24_17_46_13,Stocks,0.46,0.0,0.08,0.08,0.38,0.0
242,2022_07_24_17_46_14,Stocks,0.52,0.0,0.1,0.0,0.34,0.03
243,2022_07_24_17_46_14,Stocks,0.61,0.0,0.13,0.06,0.16,0.03
244,2022_07_24_17_46_14,Stocks,0.47,0.0,0.05,0.05,0.37,0.05
245,2022_07_24_17_46_15,Stocks,0.48,0.0,0.07,0.03,0.38,0.03
246,2022_07_24_17_46_15,Stocks,0.52,0.0,0.05,0.05,0.33,0.05
247,2022_07_24_17_46_15,Stocks,0.45,0.0,0.07,0.03,0.38,0.07
248,2022_07_24_17_46_16,Stocks,0.5,0.0,0.07,0.0,0.43,0.0
249,2022_07_24_17_46_16,Stocks,0.42,0.0,0.13,0.0,0.42,0.03
250,2022_07_24_17_46_16,Stocks,0.54,0.0,0.08,0.04,0.33,0.0
251,2022_07_24_17_46_17,Stocks,0.45,0.0,0.07,0.03,0.41,0.03
252,2022_07_24_17_46_17,Stocks,0.55,0.0,0.07,0.07,0.28,0.03
253,2022_07_24_17_46_17,Stocks,0.47,0.0,0.09,0.03,0.31,0.09
254,2022_07_24_17_46_18,Stocks,0.5,0.0,0.25,0.0,0.25,0.0
255,2022_07_24_17_46_18,Stocks,0.25,0.0,0.2,0.0,0.5,0.05
256,2022_07_24_17_46_18,Stocks,0.17,0.0,0.3,0.03,0.4,0.1
257,2022_07_24_17_46_19,Stocks,0.41,0.0,0.18,0.0,0.27,0.14
258,2022_07_24_17_46_19,Stocks,0.21,0.0,0.31,0.0,0.31,0.17
259,2022_07_24_17_46_19,Stocks,0.2,0.0,0.4,0.0,0.2,0.2
260,2022_07_24_17_46_20,Stocks,0.18,0.0,0.18,0.0,0.55,0.09
261,2022_07_24_17_46_20,Stocks,0.12,0.0,0.06,0.51,0.3,0.01
262,2022_07_24_17_46_20,Stocks,0.13,0.0,0.33,0.0,0.4,0.13
263,2022_07_24_17_46_21,Stocks,0.14,0.0,0.36,0.0,0.28,0.21
264,2022_07_24_17_46_21,Stocks,0.0,0.0,0.5,0.0,0.5,0.0
265,2022_07_24_17_46_21,Stocks,0.0,0.0,0.5,0.0,0.0,0.5
266,2022_07_24_17_46_22,Stocks,0.01,0.0,0.05,0.0,0.0,0.93
267,2022_07_24_17_46_22,Stocks,0.12,0.0,0.1,0.0,0.03,0.75
268,2022_07_24_17_46_22,Stocks,0.19,0.0,0.24,0.0,0.06,0.5
269,2022_07_24_17_46_23,Stocks,0.14,0.0,0.38,0.05,0.24,0.19
270,2022_07_24_17_46_24,Stocks,0.04,0.0,0.04,0.75,0.11,0.07
271,2022_07_24_17_46_24,Stocks,0.16,0.0,0.23,0.23,0.35,0.03
272,2022_07_24_17_46_25,Stocks,0.25,0.0,0.11,0.05,0.52,0.06
273,2022_07_24_17_46_25,Stocks,0.22,0.06,0.08,0.08,0.52,0.04
274,2022_07_24_17_46_25,Stocks,0.15,0.04,0.04,0.1,0.66,0.02
275,2022_07_24_17_46_25,Stocks,0.12,0.0,0.24,0.48,0.16,0.0
276,2022_07_24_17_46_26,Stocks,0.18,0.0,0.25,0.23,0.25,0.1
277,2022_07_24_17_46_26,Stocks,0.1,0.0,0.1,0.44,0.28,0.08
278,2022_07_24_17_46_26,Stocks,0.06,0.0,0.09,0.66,0.12,0.06
279,2022_07_24_17_46_27,Stocks,0.1,0.0,0.23,0.13,0.48,0.06
280,2022_07_24_17_46_27,Stocks,0.09,0.0,0.22,0.17,0.43,0.09
281,2022_07_24_17_46_27,Stocks,0.07,0.0,0.05,0.75,0.13,0.0
282,2022_07_24_17_46_28,Stocks,0.17,0.01,0.22,0.14,0.32,0.13
283,2022_07_24_17_46_28,Stocks,0.2,0.02,0.32,0.12,0.2,0.15
284,2022_07_24_17_46_28,Stocks,0.15,0.0,0.34,0.21,0.08,0.23
285,2022_07_24_17_46_29,Stocks,0.16,0.0,0.43,0.05,0.08,0.28
286,2022_07_24_17_46_29,Stocks,0.05,0.01,0.36,0.03,0.39,0.15
287,2022_07_24_17_46_30,Stocks,0.33,0.0,0.05,0.33,0.28,0.01
288,2022_07_24_17_46_30,Stocks,0.13,0.0,0.2,0.47,0.2,0.0
289,2022_07_24_17_46_30,Stocks,0.14,0.0,0.41,0.05,0.27,0.14
290,2022_07_24_17_46_31,Stocks,0.24,0.0,0.47,0.09,0.12,0.09
291,2022_07_24_17_46_31,Stocks,0.22,0.0,0.28,0.05,0.31,0.12
292,2022_07_24_17_46_31,Stocks,0.37,0.0,0.28,0.05,0.22,0.07
293,2022_07_24_17_46_32,Stocks,0.27,0.0,0.2,0.05,0.4,0.07
294,2022_07_24_17_46_32,Stocks,0.12,0.02,0.22,0.02,0.6,0.02
295,2022_07_24_17_46_32,Stocks,0.1,0.0,0.41,0.02,0.34,0.12
296,2022_07_24_17_46_33,Stocks,0.3,0.0,0.3,0.0,0.4,0.0
297,2022_07_24_17_46_38,Stocks,0.06,0.0,0.1,0.7,0.11,0.03
298,2022_07_24_17_46_39,Stocks,0.0,0.0,0.0,0.96,0.0,0.04
299,2022_07_24_17_46_39,Stocks,0.0,0.0,0.0,0.99,0.0,0.01
300,2022_07_24_17_46_39,Stocks,0.02,0.0,0.01,0.96,0.01,0.0
301,2022_07_24_17_46_40,Stocks,0.0,0.0,0.0,0.99,0.0,0.01
302,2022_07_24_17_46_40,Stocks,0.0,0.0,0.0,0.99,0.0,0.01
303,2022_07_24_17_46_40,Stocks,0.01,0.0,0.01,0.97,0.01,0.0
304,2022_07_24_17_46_41,Stocks,0.08,0.0,0.08,0.45,0.39,0.0
305,2022_07_24_17_46_41,Code,0.13,0.0,0.25,0.23,0.32,0.08
306,2022_07_24_17_46_42,Code,0.2,0.0,0.45,0.12,0.12,0.12
307,2022_07_24_17_46_43,Electron,0.14,0.0,0.39,0.18,0.1,0.2
308,2022_07_24_17_46_43,Electron,0.12,0.02,0.36,0.24,0.17,0.09
309,2022_07_24_17_46_43,Electron,0.13,0.01,0.45,0.17,0.17,0.06
310,2022_07_24_17_46_44,Electron,0.17,0.03,0.41,0.11,0.22,0.05
311,2022_07_24_17_46_45,Electron,0.08,0.0,0.5,0.0,0.12,0.3
312,2022_07_24_17_46_45,Electron,0.04,0.0,0.22,0.06,0.12,0.55
313,2022_07_24_17_46_46,Electron,0.09,0.0,0.27,0.36,0.09,0.18
314,2022_07_24_17_46_46,Electron,0.15,0.0,0.3,0.45,0.05,0.05
315,2022_07_24_17_46_46,Electron,0.14,0.0,0.28,0.14,0.28,0.14
316,2022_07_24_17_46_47,Electron,0.33,0.0,0.33,0.0,0.33,0.0
317,2022_07_24_17_46_47,Electron,0.54,0.0,0.15,0.23,0.08,0.0
318,2022_07_24_17_46_47,Electron,0.14,0.0,0.33,0.19,0.1,0.24
319,2022_07_24_17_46_48,Electron,0.13,0.0,0.3,0.0,0.56,0.0
